LIMIT_BAL,AGE,topay,BILLAMT,PAYMENT
20000,31,-6,59460,28712
180000,27,0,385079,39767
360000,39,0,175158,110527
50000,50,-8,20800,0
60000,34,16,52240,4100
70000,25,-7,4129,2841
240000,32,0,1144568,41813
60000,29,-2,9494,5813
50000,33,2,228182,11285
180000,41,-6,8010,7517
20000,22,3,70251,4900
390000,28,0,127053,40000
20000,36,-8,18400,0
150000,36,-2,194288,13055
110000,52,-7,1000,1000
100000,30,8,499942,28100
210000,39,-6,19259,13374
210000,40,-6,112294,109450
160000,49,2,133307,11939
50000,54,0,157116,6267
240000,55,0,1251405,49200
270000,30,0,412249,19179
50000,22,0,115672,5350
50000,43,6,75214,8500
360000,31,-12,128479,133649
30000,46,11,176692,8013
80000,24,-2,47016,14230
180000,30,-2,23281,8653
340000,40,0,894804,29333
110000,39,-4,58287,2977
90000,36,0,337308,12613
160000,62,-2,157929,6100
290000,31,0,436154,29878
250000,31,0,604011,26900
60000,27,11,45132,4759
30000,22,0,172196,11902
500000,32,-5,34491,66317
200000,39,-9,0,0
180000,29,-4,113703,113703
110000,41,32,900,0
280000,30,0,460817,20500
450000,34,0,1325667,104138
30000,44,2,167521,10885
140000,40,0,608559,33600
20000,34,0,81875,26504
50000,24,2,269902,13404
240000,31,2,1128035,43500
200000,28,-12,23946,25862
200000,45,0,421527,103600
200000,34,0,1005540,98362
150000,35,12,882610,34200
30000,23,0,158471,40000
20000,42,13,116230,6050
30000,53,12,115145,6679
100000,24,2,424836,18637
50000,42,14,113015,0
60000,29,7,268699,11711
40000,27,13,246980,9504
360000,29,0,1039539,133585
500000,36,-12,246410,237413
80000,33,3,254245,61474
70000,31,2,333294,12154
220000,34,-6,77109,25544
20000,53,0,92965,5665
250000,25,0,133758,31000
310000,39,-6,23077,20366
20000,60,3,108385,5935
50000,24,0,80528,5703
20000,22,6,108005,4300
120000,26,2,364276,11884
290000,40,0,1011001,33334
10000,32,2,57327,3912
260000,45,-10,11692,8051
500000,32,-12,380521,233419
80000,26,-2,229528,107558
500000,42,4,22033,12068
210000,29,3,1176607,40200
130000,44,-8,15722,0
70000,40,11,82492,5500
60000,35,6,71009,6200
20000,35,4,108914,6400
50000,38,0,303484,11999
20000,38,-3,4803,3361
150000,33,-9,0,0
70000,33,0,258903,13348
70000,39,0,49819,5500
150000,51,0,661161,56357
110000,32,-2,126848,70255
200000,31,0,314841,20248
20000,40,13,119106,8000
80000,32,3,477149,11440
410000,28,-3,333707,7585
80000,47,8,437049,17455
50000,34,12,273900,11160
50000,23,-9,0,0
30000,45,0,182502,7540
20000,39,0,102846,4156
80000,44,-6,36799,23553
160000,42,-12,741,741
10000,53,8,51887,16400
140000,41,-10,1046,1076
60000,28,2,315190,12515
230000,30,-2,776465,229795
390000,29,-5,26331,19916
50000,54,-2,182296,23567
50000,48,0,56537,4510
260000,29,0,863353,223503
140000,52,-6,89905,107008
130000,42,-6,4972,4314
110000,54,-3,2212,1730
80000,25,4,306316,12150
20000,27,5,89977,15900
80000,28,-9,0,0
120000,30,0,698511,30847
50000,48,0,194753,10380
30000,23,2,156978,10700
180000,28,1,13269,11734
30000,53,0,64418,6200
20000,42,13,118899,5150
100000,29,-12,0,0
60000,29,6,16191,5444
30000,38,-6,5361,9177
90000,23,0,252825,13789
50000,26,0,296146,45771
60000,36,0,249321,9590
240000,34,-12,6170,0
20000,24,0,22356,3197
60000,32,5,115512,6311
30000,23,2,81723,6781
200000,36,-6,13399,12731
20000,39,11,78886,7000
580000,34,3,2726147,140615
20000,37,-2,73502,4000
150000,27,0,752508,27586
100000,27,-12,2170,4780
240000,29,-6,878,1443
140000,23,0,442395,16890
220000,48,1,5000,0
60000,46,0,129578,32000
190000,36,0,1101436,40824
360000,29,-1,292110,121521
280000,39,0,1604834,63364
150000,24,-12,10635,9575
370000,50,-7,178984,128637
160000,23,-2,471455,54502
20000,30,0,98731,8992
310000,40,-12,-900,0
390000,53,-7,2297,2419
50000,24,3,242381,7613
150000,31,-12,228507,2000
20000,52,0,96770,4000
250000,40,-4,22406,22329
30000,24,-1,134013,8800
230000,36,-9,0,0
400000,25,-5,35188,29023
200000,26,-12,41427,46580
230000,34,-12,706,0
110000,40,0,521691,16366
360000,29,-12,125431,114632
120000,33,-3,9886,7089
240000,47,-8,91632,85854
20000,29,9,106163,6000
100000,31,0,165183,44837
270000,31,-12,1521,1721
200000,34,0,4108,2176
50000,22,-4,118359,3900
20000,41,-2,64591,29324
30000,23,2,137030,16151
20000,23,0,111202,6500
190000,46,0,784461,28867
30000,30,0,174235,17308
20000,37,-1,112756,27349
80000,24,0,563303,20683
280000,44,0,908911,28011
290000,35,-3,84035,43575
240000,36,-9,-5676,0
410000,46,10,445195,15171
360000,42,0,1751825,65002
50000,27,11,60460,5300
150000,44,-5,29086,21075
220000,35,0,1035452,34926
230000,36,0,116210,18000
320000,35,-1,726661,42140
200000,36,0,586852,22508
140000,35,0,611247,28606
20000,34,0,103458,3754
50000,52,0,181416,8600
190000,25,0,147218,50369
180000,28,-6,7405,6524
430000,29,0,266741,152419
70000,32,0,415116,19970
180000,31,-6,142837,1110
110000,29,-5,11861,7220
30000,58,0,163542,8900
30000,46,11,132906,8000
290000,58,7,448501,23000
310000,42,0,567689,32844
10000,44,18,49944,2000
140000,35,0,728716,27982
240000,29,0,1350022,42770
50000,34,0,119589,32303
70000,40,2,383439,13522
260000,28,0,1299926,49750
500000,34,0,281684,13830
160000,26,-6,2340,2340
100000,23,0,54695,8504
170000,34,-6,44647,41245
210000,40,0,1050437,49297
500000,58,0,920690,69788
300000,52,-9,0,0
30000,40,0,110792,7000
190000,24,-1,228170,57783
420000,36,0,829403,70156
80000,25,-7,13369,13369
170000,28,0,474836,21285
170000,33,-6,3951,2896
50000,23,-6,53275,38607
80000,38,0,369220,21588
200000,48,-2,80217,20552
240000,24,0,280700,47763
50000,53,0,57200,16726
280000,33,0,131148,6696
300000,32,4,150390,70827
250000,39,-3,11764,7323
200000,38,-12,9148,9773
100000,30,2,229970,23404
80000,29,0,477313,23000
110000,35,0,631480,25300
360000,48,-10,3696,3115
30000,25,11,168990,47725
70000,29,6,260229,13000
150000,44,5,108297,34427
60000,27,0,336024,12187
100000,28,0,594000,24333
310000,25,0,883811,28000
70000,50,0,90897,9090
150000,25,8,847842,39600
500000,43,0,858261,30015
50000,39,0,189767,11000
200000,32,0,837390,34395
20000,25,12,2600,1000
380000,28,-12,3938,3003
120000,42,0,605976,18187
200000,29,0,224171,16538
200000,40,6,1122446,38074
50000,50,0,112167,5836
360000,32,0,778439,33218
200000,31,-12,3401,4041
90000,24,8,77141,8500
230000,28,-11,10149,10594
260000,53,-3,7374,7374
290000,56,0,1542589,59154
180000,33,-6,19637,18344
160000,30,0,14979,5238
150000,40,-12,23142,38707
20000,43,2,96684,7695
100000,27,2,588067,21904
200000,26,12,1063564,34000
170000,45,0,224918,16000
130000,43,2,326077,19600
30000,22,0,122091,14295
50000,45,0,235502,8498
110000,35,6,444369,21400
450000,54,-6,38996,46433
130000,32,-6,8976,8976
70000,27,0,293401,36641
10000,49,0,45473,5552
560000,45,0,2200823,76383
90000,24,-10,491,0
430000,42,-5,320250,227274
100000,26,2,55621,6186
130000,44,2,612708,26400
80000,40,5,246833,10130
50000,46,-2,15328,6715
140000,37,0,554060,24610
360000,46,3,1819079,55428
150000,27,-7,1869,3042
360000,58,-5,4553,3705
160000,36,-12,33101,27053
20000,24,-5,19439,16440
20000,47,-2,41074,25300
230000,37,0,991553,34556
110000,24,1,245763,79635
500000,30,-1,25209,6994
280000,32,-6,83024,56445
320000,32,-3,63237,20448
90000,27,0,450065,17766
20000,37,-5,5551,6202
250000,42,-3,551836,66984
50000,43,2,65323,6652
50000,34,0,187958,20500
90000,36,-6,4385,3700
400000,37,-6,66308,72004
20000,40,5,100030,4820
110000,25,0,537686,21172
200000,39,-12,49390,29197
20000,47,-4,19899,2905
100000,24,-5,126924,147254
100000,32,5,501423,11000
100000,30,2,258279,29782
210000,33,0,11745,8507
280000,32,0,723835,30791
500000,54,-12,0,0
200000,39,-6,102364,104292
20000,58,0,108137,4126
10000,23,0,45193,14037
50000,26,11,115226,7100
210000,30,0,46983,15500
70000,33,31,216191,17000
30000,24,-6,29323,28866
30000,25,3,177060,5911
30000,23,2,128436,9375
210000,29,0,281265,12000
160000,37,-6,1580,1580
50000,50,-2,143648,55682
330000,27,-11,2234,3234
110000,41,0,265452,12110
30000,27,2,155302,8557
70000,34,0,268918,11415
300000,50,-12,180347,171068
20000,22,2,63564,4875
180000,34,0,205703,9600
120000,53,4,425684,18424
420000,33,-1,67445,38957
250000,44,-5,97119,46540
180000,28,-6,1860,3070
230000,38,0,326904,12728
140000,37,0,51840,10000
230000,30,0,955636,38506
420000,29,0,1101727,333612
50000,32,9,112818,7500
110000,49,0,333835,16809
320000,50,-4,38090,19216
250000,30,-6,1050,1050
270000,27,0,390630,211000
360000,46,-12,0,9451
360000,28,-9,0,0
20000,34,-5,26742,10610
100000,42,2,352618,15681
50000,23,0,228254,8642
240000,44,0,1138356,47017
210000,31,-6,5957,6441
150000,24,-6,34784,25841
30000,35,2,157253,6520
50000,25,0,78584,7529
20000,41,-2,41041,41109
90000,31,1,202765,14905
440000,37,-6,34229,36366
80000,26,0,258819,66000
300000,28,-4,58716,32861
320000,44,-6,46000,46000
70000,40,0,275299,12773
200000,45,0,424418,15921
60000,66,12,338386,26000
30000,49,2,11847,3450
20000,33,2,113124,6350
50000,25,-5,14861,14008
30000,32,0,169130,7768
20000,32,11,108804,4733
130000,28,-2,272582,8421
340000,37,-6,62668,67835
450000,46,-6,49523,22890
90000,33,2,272650,66884
50000,24,0,170851,10854
60000,24,13,286045,14250
360000,29,-10,51400,0
20000,24,1,38275,3249
120000,36,0,1326,1500
200000,25,0,606112,33000
200000,31,-7,500,500
20000,46,3,109248,3800
280000,40,3,1128307,34000
320000,34,0,530546,23105
200000,35,-3,6643,7189
20000,57,9,85772,9300
230000,38,-6,1956,1956
340000,39,0,472385,59926
210000,34,-7,305380,6340
500000,38,-3,1024979,46788
190000,32,0,961538,43000
260000,39,-3,4436,2688
10000,24,11,34625,1764
60000,25,4,295920,9700
50000,55,7,291869,11705
360000,28,0,886968,126841
80000,27,-12,44982,48617
20000,40,-7,1262,2987
170000,36,-12,3538,6138
310000,33,3,627292,13806
10000,44,0,53800,3714
240000,43,6,12690,2500
160000,40,-12,30611,50083
130000,32,-12,129569,120879
460000,47,-12,0,0
30000,45,-12,690,1620
270000,31,0,546490,29005
290000,31,-12,43187,65330
360000,59,-9,0,0
330000,31,0,223973,15912
110000,55,12,581693,19900
120000,30,0,91576,9570
20000,26,12,108810,6200
50000,22,0,108151,7819
140000,25,0,238110,9634
190000,39,-7,3940,11003
60000,41,-1,160535,17841
100000,39,-5,5727,6804
460000,61,-5,33583,24400
50000,27,0,226893,6864
470000,30,0,162227,21828
150000,29,0,857220,21471
200000,54,-6,78183,56823
160000,27,0,876780,30184
20000,32,2,101494,8500
170000,42,0,768218,30107
80000,31,-5,2730,1950
280000,27,-12,8493,8394
100000,27,1,20811,14113
50000,50,2,179690,10960
380000,38,-6,19204,1000
130000,31,0,731771,30000
210000,34,-2,142729,58138
10000,22,2,55138,3305
360000,34,-3,5000,0
250000,31,-2,120233,36201
360000,40,-1,196261,41835
50000,45,3,254363,13500
120000,25,4,110099,11017
10000,22,0,34186,9891
50000,29,0,185732,8577
30000,23,17,174117,9224
30000,37,7,127548,4045
200000,31,-3,14760,2452
50000,23,0,230762,9928
410000,46,-12,28233,25648
220000,48,0,194881,14934
50000,53,0,206538,10028
20000,24,-6,6223,6223
280000,32,-12,70886,51314
20000,23,-2,49935,2500
50000,31,-1,51474,34011
40000,23,4,152196,30000
230000,38,0,659661,24582
210000,54,-1,75683,11202
30000,31,2,127602,6942
20000,48,2,59731,5680
90000,58,-12,5563,5156
20000,43,8,67888,6415
80000,24,-6,75285,14300
520000,35,0,328569,32035
400000,43,-12,71444,59617
310000,28,0,982141,58643
500000,50,-7,204688,208169
140000,27,-9,0,0
90000,25,6,166267,13160
350000,46,-1,443843,168736
180000,35,-5,30160,11765
100000,30,0,543206,19223
50000,25,2,258480,15800
170000,29,-7,7000,5000
80000,37,-12,9529,3946
50000,25,-6,10935,11274
210000,29,2,898706,38277
280000,50,-5,363002,337352
240000,28,0,96460,19015
10000,29,9,42547,7000
20000,21,-7,289,289
420000,41,0,2190728,102282
270000,29,0,782946,31988
180000,47,-5,11841,19123
500000,29,-12,15748,41211
50000,24,-9,-11569,0
120000,30,0,532606,19648
50000,23,0,196037,24188
30000,48,0,162210,8481
500000,39,-6,-68,2450
420000,35,0,357746,17127
350000,57,-12,143759,365377
20000,24,-4,50459,23176
130000,40,0,659168,25250
100000,25,-4,203786,37200
100000,34,0,302952,11374
80000,54,0,373992,14404
30000,59,12,141837,6963
360000,29,-12,0,0
10000,40,0,24734,6112
210000,26,-5,30201,20280
90000,27,-6,14071,13589
390000,26,2,545943,19074
290000,36,-6,101285,2400
450000,53,-5,38113,27008
100000,35,0,457706,17135
50000,40,0,114377,8482
130000,27,-9,0,623
80000,42,0,288737,12205
210000,32,0,314785,27500
240000,36,4,1167250,53777
110000,39,0,532715,22219
150000,32,0,616742,16938
110000,29,11,80455,3704
50000,42,10,129790,3975
70000,38,0,147687,6542
240000,44,0,109219,6700
100000,42,-1,44950,20752
230000,33,-4,2150,2150
260000,35,-5,255927,191998
10000,26,0,38328,5000
20000,21,1,92889,11191
10000,23,31,13800,0
20000,29,-4,4383,3450
30000,26,-4,46139,35177
20000,22,0,94907,10755
400000,43,0,1577966,59000
170000,31,-5,24323,25670
60000,41,4,289789,11901
20000,37,0,255363,7402
20000,35,-9,0,0
160000,34,-5,9992,7602
50000,52,2,297926,11960
300000,50,12,1546324,52800
100000,26,0,75765,22500
430000,36,0,233458,24500
20000,52,4,28619,2474
50000,26,2,278846,11654
230000,47,0,491034,22579
150000,32,-9,0,0
280000,38,-1,91852,80035
140000,36,-2,78594,25012
20000,36,-9,-150,0
490000,36,-12,32156,35524
50000,23,6,29143,1409
150000,29,0,720873,29348
100000,30,-9,0,0
50000,30,-12,2070,2070
240000,27,-3,115590,85552
150000,50,0,538417,17473
130000,28,4,637632,16849
200000,36,11,465745,17000
500000,58,-12,58318,45425
360000,51,-6,42195,24640
20000,30,-5,31254,3715
100000,41,12,428513,17000
500000,31,-12,1670,20073
120000,28,0,136470,8321
40000,26,-2,183533,50751
150000,28,-8,10421,6669
360000,30,-12,6719,6719
310000,27,-12,28945,31227
150000,43,0,547734,26097
140000,46,-6,2340,2730
120000,38,12,484240,18600
30000,29,-2,37974,13401
100000,52,6,37706,7500
140000,33,0,453844,88000
110000,32,8,655666,28156
710000,40,-5,15684,14004
160000,24,0,509020,18275
30000,37,8,65836,5607
50000,23,0,171617,5974
20000,37,-3,34325,39082
180000,34,-6,21870,17760
50000,26,0,209022,7044
70000,27,8,380842,15565
120000,36,8,700332,26800
20000,36,2,90159,6900
200000,26,0,102255,22002
50000,22,2,169984,6378
100000,56,0,558402,24024
180000,27,0,580129,21613
170000,31,0,163344,9987
210000,39,0,209883,26000
360000,44,-12,9064,7443
150000,28,0,256149,20005
360000,34,-5,80045,68378
220000,41,0,556173,23506
460000,43,-12,81264,119109
140000,26,0,827008,30759
270000,32,0,479053,82734
420000,29,0,292878,35011
150000,38,0,78360,4287
350000,39,0,1030094,37081
60000,33,-1,69987,24500
500000,49,-12,80559,61134
200000,38,6,613953,20500
200000,45,-6,10279,9869
210000,33,1,416225,116460
10000,51,2,45991,3709
210000,26,-3,22708,15418
60000,27,0,355885,13974
310000,33,-12,0,0
100000,27,0,529447,21551
100000,31,12,531601,22000
120000,30,3,48909,6177
200000,28,-6,65857,102681
20000,24,2,118753,6297
180000,40,-12,0,0
30000,25,-2,1165,150
20000,34,0,102183,3968
360000,32,-2,59404,44203
30000,53,2,140919,7382
210000,24,-3,263096,238881
120000,45,0,221040,7629
130000,46,0,700905,22824
370000,52,0,546078,18119
170000,39,15,500638,23900
30000,22,2,115260,27269
30000,41,0,44419,10532
170000,48,0,892800,32874
160000,40,4,852050,32677
50000,36,-1,18847,3390
50000,25,0,226352,5608
150000,26,10,977527,33683
360000,43,-9,0,0
50000,42,-1,140209,29499
90000,32,0,120951,64000
220000,32,0,1202574,47987
20000,38,-2,43904,14581
150000,32,0,815259,35155
180000,47,-6,1896,1896
80000,35,8,143165,6700
80000,37,-12,600,0
20000,49,0,41603,4758
150000,38,-3,13843,10219
80000,33,-3,180847,65016
200000,23,-8,61650,0
300000,31,-6,51016,10627
180000,44,0,1003438,48000
220000,33,-9,0,0
120000,23,0,399331,52000
180000,29,-12,100,0
300000,54,-6,2313,2107
90000,24,0,345902,15926
230000,30,0,649311,27500
150000,29,12,628443,24900
30000,24,0,105374,7822
210000,31,-6,1956,1763
150000,22,-1,360517,10593
20000,27,-6,5770,5080
300000,38,0,22235,9000
140000,40,-3,116204,11617
470000,37,4,2772282,80800
20000,31,0,34865,4499
50000,56,0,135502,7402
450000,31,-6,28202,22729
360000,28,-6,6353,6634
50000,27,2,280903,14000
60000,26,0,286069,12775
130000,35,0,232593,58177
180000,56,0,558318,19254
200000,38,-12,21033,22454
360000,34,-12,3335,3187
20000,44,-3,24895,31638
240000,24,-1,241972,47187
110000,31,0,332752,11200
100000,27,-1,489901,20981
350000,33,-5,696492,176017
500000,35,0,1279515,72571
20000,27,13,40643,4100
160000,28,-4,7346,4634
20000,53,0,118775,7650
50000,39,7,169936,7200
200000,26,-4,593460,224906
360000,29,-9,2400,902
50000,28,0,268448,12100
50000,33,0,277116,19724
200000,40,-12,2479,2479
80000,24,-1,409622,21317
50000,53,-9,0,0
100000,35,12,426101,17600
210000,40,-6,21708,10053
80000,33,12,416343,14500
240000,50,0,1250492,44044
30000,24,0,112295,3200
30000,24,0,27933,5225
360000,34,-12,42419,39402
30000,51,0,126060,11403
180000,40,-1,15390,8402
210000,46,0,644229,23429
50000,24,5,267703,12858
190000,29,5,6779,6713
360000,34,-6,52054,283005
230000,25,-12,1488,1488
200000,41,0,600865,41352
90000,28,-10,350,0
90000,29,6,56681,5715
60000,42,3,328894,74484
20000,51,2,113033,5551
200000,33,0,192711,55477
40000,30,12,95132,5900
50000,29,-8,92443,64798
250000,36,0,899585,39000
50000,22,0,204507,30872
60000,28,-10,20000,0
100000,28,7,307269,10192
130000,34,-12,806,1044
80000,23,0,93078,12454
200000,49,-9,723,733
490000,42,-5,86074,52038
120000,34,-10,1800,0
120000,28,0,477221,19500
20000,51,4,103421,6848
300000,32,-12,1734,1734
80000,23,0,270231,7938
360000,27,-4,29211,18015
200000,30,-12,13042,10211
50000,27,4,212945,9359
140000,47,0,811189,35017
290000,39,-8,13315,12868
30000,41,-6,6631,4943
30000,29,0,68122,9765
310000,33,0,357671,43000
280000,49,-6,2100,2490
20000,38,4,114642,7939
70000,24,5,294618,7274
30000,25,-1,138430,47591
340000,29,-3,224040,154503
20000,24,0,48932,13937
360000,47,0,2128687,74836
20000,33,2,93784,5644
20000,22,2,69264,1263
500000,29,0,2724595,180759
290000,29,0,424980,56005
360000,43,-5,58460,120613
200000,32,-6,27612,3513
320000,42,-12,5740,5820
170000,43,-6,52954,51514
200000,25,-8,11318,9949
100000,40,-9,0,0
320000,41,-9,1560,3980
90000,47,0,309405,9945
220000,27,-4,149408,117641
80000,27,2,452480,32767
350000,41,0,160135,39027
110000,25,0,468994,16213
20000,26,-12,10720,9720
100000,31,-1,449490,134505
180000,39,-3,13518,12819
150000,35,-5,28508,11310
150000,37,-6,88492,38420
60000,51,0,271545,11048
200000,33,12,1021606,46700
130000,26,2,706856,27242
80000,22,4,294372,9868
100000,24,-1,43490,16011
50000,52,1,73115,18067
50000,39,1,8696,350
30000,28,20,222,0
170000,31,-12,7998,8651
160000,38,-4,1400,700
60000,46,3,274938,6118
360000,35,-7,1010,1010
200000,44,-9,83000,93700
10000,23,-3,2340,1170
210000,25,0,374829,24759
210000,46,-6,138075,145658
140000,28,-6,62617,84145
20000,33,2,74526,4356
160000,41,-1,632035,106973
30000,43,0,136515,5111
30000,33,-1,27385,9357
100000,30,-12,3840,3231
100000,40,6,504953,23000
330000,39,33,2171866,0
180000,30,-9,0,0
50000,37,0,202621,8600
360000,26,-1,458454,84514
50000,42,11,276076,9296
100000,42,0,449392,20801
500000,40,-12,36685,31463
240000,28,-1,9818,2700
200000,35,-12,23056,32722
290000,26,-2,248603,115536
190000,34,4,930823,45190
10000,34,-1,46695,13401
350000,30,-5,79501,46841
50000,23,0,166136,7401
20000,27,2,109112,7934
80000,24,0,281557,10285
50000,23,3,64349,4200
150000,36,14,820060,36534
130000,55,3,3960,2250
230000,37,0,161553,17000
50000,30,2,194415,9870
170000,30,-1,759730,195810
150000,33,-9,-1716,750
390000,35,0,271787,41030
360000,30,-6,59294,29448
80000,54,12,302970,12600
20000,43,0,64931,9468
50000,23,4,104488,7000
310000,29,-12,5474,4541
310000,28,0,1503290,71410
220000,23,-1,1069744,196956
70000,43,-3,83552,76384
360000,35,2,11019,3019
30000,37,0,167735,8500
50000,42,6,207872,10984
360000,30,-6,15122,4083
140000,48,-6,93252,94806
70000,26,0,415320,19126
260000,44,0,1316345,167237
50000,27,-12,0,0
20000,52,2,112512,6927
260000,46,12,519617,22000
180000,30,-3,20185,27076
80000,27,0,91344,9650
150000,41,-6,6631,7231
240000,29,0,542652,53448
